				 timestamp             	  time_s             voltage_V                     
2022-06-13 17:26:21.845045                 39.64      4.8687867000e-08
2022-06-13 17:26:21.845066                 39.83      4.8501927000e-08
2022-06-13 17:26:21.845087                 40.04      4.1250407000e-08
2022-06-13 17:26:21.845109                 40.48      5.0795147000e-08
2022-06-13 17:26:21.845130                 40.54      5.4141997000e-08
2022-06-13 17:26:21.845152                 40.63      4.8873797000e-08
2022-06-13 17:26:21.845174                 40.83      4.4783197000e-08
2022-06-13 17:26:21.845195                 41.03      2.9660377000e-08
2022-06-13 17:26:21.845216                 41.28      4.0258747000e-08
2022-06-13 17:26:21.845237                 41.46      3.8833237000e-08
2022-06-13 17:26:21.845258                 41.64      3.7841577000e-08
2022-06-13 17:26:21.845279                 41.84      3.5610337000e-08
2022-06-13 17:26:21.845300                 42.04      3.5114507000e-08
2022-06-13 17:26:21.845322                 42.52      4.2118117000e-08
2022-06-13 17:26:21.845438                 42.55      3.5362427000e-08
2022-06-13 17:26:21.845464                 42.63      4.4783197000e-08
2022-06-13 17:26:21.845486                 42.83      4.8749847000e-08
2022-06-13 17:26:21.845507                 43.03      3.0156207000e-08
2022-06-13 17:26:21.845529                 43.54      3.6603487000e-08
2022-06-13 17:26:21.845550                 43.60      2.9042497000e-08
2022-06-13 17:26:21.845571                 43.63      4.2678037000e-08
2022-06-13 17:26:21.845592                 43.83      3.0902077000e-08
2022-06-13 17:26:21.845614                 44.04      4.8070187000e-08
2022-06-13 17:26:21.845635                 44.45      5.7243047000e-08
2022-06-13 17:26:21.845656                 44.52      5.9102407000e-08
2022-06-13 17:26:21.845677                 44.63      5.3152447000e-08
2022-06-13 17:26:21.845698                 44.86      6.4556537000e-08
2022-06-13 17:26:21.845719                 45.08      4.1128567000e-08
2022-06-13 17:26:21.845740                 45.63      2.0489647000e-08
2022-06-13 17:26:21.845761                 45.83      1.4105837000e-08
2022-06-13 17:26:21.845782                 46.03      2.6997417000e-08
2022-06-13 17:26:21.845803                 46.29      4.4165527000e-08
2022-06-13 17:26:21.845824                 46.49      3.5984337000e-08
2022-06-13 17:26:21.845845                 46.87      4.5838957000e-08
2022-06-13 17:26:21.845866                 47.05      5.8358667000e-08
2022-06-13 17:26:21.845887                 47.46      5.9040427000e-08
2022-06-13 17:26:21.845908                 47.59      4.5900937000e-08
2022-06-13 17:26:21.845929                 47.77      4.7574357000e-08
2022-06-13 17:26:21.845950                 47.83      4.8937897000e-08
2022-06-13 17:26:21.845971                 48.04      3.3381227000e-08
2022-06-13 17:26:21.845993                 48.52      3.0406247000e-08
2022-06-13 17:26:21.846014                 48.69      3.7223907000e-08
2022-06-13 17:26:21.846035                 48.87      4.3483767000e-08
2022-06-13 17:26:21.846056                 49.06      4.2739847000e-08
2022-06-13 17:26:21.846077                 49.35      3.2946847000e-08
2022-06-13 17:26:21.846098                 49.50      3.2884607000e-08
2022-06-13 17:26:21.846119                 49.80      3.3690247000e-08
2022-06-13 17:26:21.846140                 49.87      4.2057377000e-08
2022-06-13 17:26:21.846161                 50.04      3.9640207000e-08
2022-06-13 17:26:21.846182                 50.28      4.5714127000e-08
2022-06-13 17:26:21.846204                 50.49      3.6479287000e-08
2022-06-13 17:26:21.846225                 50.63      2.8360067000e-08
2022-06-13 17:26:21.846245                 50.83      3.5301697000e-08
2022-06-13 17:26:21.846266                 51.04      3.3938157000e-08
2022-06-13 17:26:21.846288                 51.53      3.6045437000e-08
2022-06-13 17:26:21.846309                 51.56      3.9702187000e-08
2022-06-13 17:26:21.846330                 51.68      3.1520987000e-08
2022-06-13 17:26:21.846351                 51.84      1.8691387000e-08
2022-06-13 17:26:21.846372                 52.03      2.9909537000e-08
2022-06-13 17:26:21.846393                 52.29      1.8443467000e-08
2022-06-13 17:26:21.846414                 52.51      3.1397027000e-08
2022-06-13 17:26:21.846435                 52.63      2.4579367000e-08
2022-06-13 17:26:21.846456                 52.84      4.1313637000e-08
2022-06-13 17:26:21.846477                 53.03      2.5323107000e-08
2022-06-13 17:26:21.846498                 53.25      3.4929817000e-08
2022-06-13 17:26:21.846519                 53.45      1.3175277000e-08
2022-06-13 17:26:21.846540                 53.64      2.0178877000e-08
2022-06-13 17:26:21.846561                 53.83      6.2956270000e-09
2022-06-13 17:26:21.846582                 54.03      6.8534370000e-09
2022-06-13 17:26:21.846603                 54.59      3.1892857000e-08
2022-06-13 17:26:21.846624                 54.67      3.2388687000e-08
2022-06-13 17:26:21.846645                 54.73      4.6767767000e-08
2022-06-13 17:26:21.846666                 54.83      5.0548467000e-08
2022-06-13 17:26:21.846688                 55.03      5.9721997000e-08
2022-06-13 17:26:21.846709                 55.46      3.9703747000e-08
2022-06-13 17:26:21.846729                 55.52      2.7122727000e-08
2022-06-13 17:26:21.846750                 55.64      3.1461237000e-08
2022-06-13 17:26:21.846771                 55.83      3.9456487000e-08
2022-06-13 17:26:21.846793                 56.03      3.3444557000e-08
2022-06-13 17:26:21.846813                 56.38      1.4479067000e-08
2022-06-13 17:26:21.846834                 56.50      2.8920107000e-08
2022-06-13 17:26:21.846855                 56.63      2.6812827000e-08
2022-06-13 17:26:21.846876                 56.83      1.9871217000e-08
2022-06-13 17:26:21.846897                 57.03      1.8569657000e-08
2022-06-13 17:26:21.846918                 57.38      8.1572370000e-09
2022-06-13 17:26:21.846939                 57.44      2.0057147000e-08
2022-06-13 17:26:21.846961                 57.63      7.7233870000e-09
2022-06-13 17:26:21.846982                 57.83      1.0760337000e-08
2022-06-13 17:26:21.847003                 58.04     -1.6973830000e-09
2022-06-13 17:26:21.847025                 58.27      2.8270670000e-09
2022-06-13 17:26:21.847046                 58.50     -1.3255130000e-09
2022-06-13 17:26:21.847067                 58.63      1.7454047000e-08
2022-06-13 17:26:21.847088                 58.83      2.4085767000e-08
2022-06-13 17:26:21.847109                 59.56      5.6810537000e-08
2022-06-13 17:26:21.847131                 60.02      1.1813977000e-08
2022-06-13 17:26:21.847152                 60.15     -3.3700080100e-06
2022-06-13 17:26:21.847173                 62.89     -1.7291450000e-09
2022-06-13 17:26:21.847194                 62.96     -8.7947150000e-09
2022-06-13 17:26:21.847215                 63.02     -1.9455055000e-08
2022-06-13 17:26:21.847236                 63.32     -1.7657675000e-08
2022-06-13 17:26:21.847258                 63.68     -3.0115395000e-08
2022-06-13 17:26:21.847279                 63.85      6.5140250000e-09
2022-06-13 17:26:21.847300                 63.91      3.4150950000e-09
2022-06-13 17:26:21.847321                 63.95      2.6713450000e-09
2022-06-13 17:26:21.847343                 64.09      1.5438965000e-08
2022-06-13 17:26:21.847364                 64.44      1.2773875000e-08
2022-06-13 17:26:21.847385                 64.52     -7.9889950000e-09
2022-06-13 17:26:21.847406                 64.68     -1.3009265000e-08
2022-06-13 17:26:21.847427                 64.73     -6.6874350000e-09
2022-06-13 17:26:21.847448                 64.79      4.9025850000e-09
2022-06-13 17:26:21.847469                 64.83     -1.7911250000e-09
2022-06-13 17:26:21.847490                 64.93      7.3197550000e-09
2022-06-13 17:26:21.847512                 65.02      1.1658265000e-08
2022-06-13 17:26:21.847533                 65.05      1.5872815000e-08
2022-06-13 17:26:21.847553                 65.21      1.0976495000e-08
2022-06-13 17:26:21.847574                 65.52      1.0728585000e-08
2022-06-13 17:26:21.847595                 65.78     -4.6421450000e-09
2022-06-13 17:26:21.847617                 65.85     -4.8956500000e-10
2022-06-13 17:26:21.847638                 65.91      4.8406050000e-09
2022-06-13 17:26:21.847659                 66.00      8.8692150000e-09
2022-06-13 17:26:21.847680                 66.03      1.5129065000e-08
2022-06-13 17:26:21.847702                 66.06      1.2463985000e-08
2022-06-13 17:26:21.847723                 66.16      1.5253025000e-08
2022-06-13 17:26:21.847744                 66.35      1.0418685000e-08
2022-06-13 17:26:21.847765                 66.42     -1.4812250000e-09
2022-06-13 17:26:21.847786                 66.56      9.2410950000e-09
2022-06-13 17:26:21.847808                 66.71      1.3207725000e-08
2022-06-13 17:26:21.847829                 66.90      1.7917475000e-08
2022-06-13 17:26:21.847849                 66.94      1.7730585000e-08
2022-06-13 17:26:21.847870                 67.02      1.6614655000e-08
2022-06-13 17:26:21.847958                 67.10      1.1346135000e-08
2022-06-13 17:26:21.847984                 67.21      1.0292185000e-08
2022-06-13 17:26:21.848005                 67.26      1.3762355000e-08
2022-06-13 17:26:21.848027                 67.53      1.8162855000e-08
2022-06-13 17:26:21.848048                 67.64      1.2584765000e-08
2022-06-13 17:26:21.848069                 67.83      1.6179535000e-08
2022-06-13 17:26:21.848090                 68.03      1.9154515000e-08
2022-06-13 17:26:21.848111                 68.44      1.3328505000e-08
2022-06-13 17:26:21.848132                 68.60      2.9780550000e-09
2022-06-13 17:26:21.848153                 68.64      8.1842650000e-09
2022-06-13 17:26:21.848174                 68.83      4.3692500000e-10
2022-06-13 17:26:21.848195                 69.03      1.3046250000e-09
2022-06-13 17:26:21.848216                 69.29      2.4202450000e-09
2022-06-13 17:26:21.848237                 69.53      1.7790985000e-08
2022-06-13 17:26:21.848258                 69.63      1.4134235000e-08
2022-06-13 17:26:21.848279                 69.83      1.8410765000e-08
2022-06-13 17:26:21.848300                 70.04      4.4035650000e-09
2022-06-13 17:26:21.848321                 70.62      6.5045000000e-11
2022-06-13 17:26:21.848342                 70.78      9.3618650000e-09
2022-06-13 17:26:21.848363                 71.00      1.5559745000e-08
2022-06-13 17:26:21.848384                 71.65      1.0229565000e-08
2022-06-13 17:26:21.848405                 71.69      1.2398825000e-08
2022-06-13 17:26:21.848426                 71.88      7.2545850000e-09
2022-06-13 17:26:21.848447                 72.07      1.5373805000e-08
2022-06-13 17:26:21.848468                 72.60     -5.0791950000e-09
2022-06-13 17:26:21.848489                 72.64      6.8476500000e-10
2022-06-13 17:26:21.848511                 72.68      9.0518350000e-09
2022-06-13 17:26:21.848532                 72.84      1.5497425000e-08
2022-06-13 17:26:21.848553                 73.03     -9.7901250000e-09
2022-06-13 17:26:21.848574                 73.38     -9.9762050000e-09
2022-06-13 17:26:21.848595                 73.43     -1.1649635000e-08
2022-06-13 17:26:21.848616                 73.63      1.3203865000e-08
2022-06-13 17:26:21.848637                 73.84      5.8283850000e-09
2022-06-13 17:26:21.848658                 74.03      1.3039350000e-09
2022-06-13 17:26:21.848679                 74.55     -7.9928850000e-09
2022-06-13 17:26:21.848700                 74.60     -3.9642650000e-09
2022-06-13 17:26:21.848722                 74.66     -2.0326665000e-08
2022-06-13 17:26:21.848743                 74.83     -1.6421995000e-08
2022-06-13 17:26:21.848765                 75.03      5.4565150000e-09
2022-06-13 17:26:21.848786                 75.40      1.3513765000e-08
2022-06-13 17:26:21.848807                 75.45      2.4422025000e-08
2022-06-13 17:26:21.848828                 75.64      1.3637715000e-08
2022-06-13 17:26:21.848850                 75.83      1.6612705000e-08
2022-06-13 17:26:21.848872                 76.04      8.2455650000e-09
2022-06-13 17:26:21.848893                 76.31     -9.4803750000e-09
2022-06-13 17:26:21.848914                 76.48     -6.4434150000e-09
2022-06-13 17:26:21.848935                 76.63     -1.5368355000e-08
2022-06-13 17:26:21.848957                 76.83     -2.1814155000e-08
2022-06-13 17:26:21.848978                 77.04     -5.2038350000e-09
2022-06-13 17:26:21.848999                 77.47      7.1919250000e-09
2022-06-13 17:26:21.849021                 77.54      1.3637715000e-08
2022-06-13 17:26:21.849042                 77.63      4.4648550000e-09
2022-06-13 17:26:21.849063                 77.84      2.6343375000e-08
2022-06-13 17:26:21.849084                 78.03      1.8967895000e-08
2022-06-13 17:26:21.849105                 78.47      9.9809650000e-09
2022-06-13 17:26:21.849126                 78.56      1.3017675000e-08
2022-06-13 17:26:21.849147                 78.63      1.1653635000e-08
2022-06-13 17:26:21.849168                 78.83     -2.1683950000e-09
2022-06-13 17:26:21.849190                 79.03      1.0970095000e-08
2022-06-13 17:26:21.849211                 79.60     -7.3136650000e-09
2022-06-13 17:26:21.849233                 79.80      5.8878350000e-09
2022-06-13 17:26:21.849254                 79.99      1.8593495000e-08
2022-06-13 17:26:21.849275                 80.36      3.7744955000e-08
2022-06-13 17:26:21.849296                 80.47      3.3840295000e-08
2022-06-13 17:26:21.849316                 80.62      3.9976195000e-08
2022-06-13 17:26:21.849337                 80.84      4.7041785000e-08
2022-06-13 17:26:21.849358                 81.03      4.6917825000e-08
2022-06-13 17:26:21.849379                 81.26      6.4085965000e-08
2022-06-13 17:26:21.849400                 81.53      9.8050375000e-08
2022-06-13 17:26:21.849421                 81.63      1.1255342500e-07
2022-06-13 17:26:21.849442                 81.84      1.6046307500e-07
2022-06-13 17:26:21.849463                 82.03      2.0849668500e-07
2022-06-13 17:26:21.849484                 82.52      3.7763696500e-07
2022-06-13 17:26:21.849505                 82.74      5.2824556500e-07
2022-06-13 17:26:21.849526                 82.86      7.3754813500e-07
2022-06-13 17:26:21.849547                 82.88      8.1421597500e-07
2022-06-13 17:26:21.849568                 83.03      9.3792575500e-07
2022-06-13 17:26:21.849589                 83.42      1.3983046350e-06
2022-06-13 17:26:21.849610                 83.47      1.7718511550e-06
2022-06-13 17:26:21.849631                 83.64      3.0588419460e-06
2022-06-13 17:26:21.849653                 83.84      3.2667821553e-06
2022-06-13 17:26:21.849674                 84.04      5.1757420250e-06
2022-06-13 17:26:21.849695                 84.48      6.7778429250e-06
2022-06-13 17:26:21.849716                 84.61      1.1285026975e-05
2022-06-13 17:26:21.849737                 84.64      1.1415864995e-05
2022-06-13 17:26:21.849758                 84.83      1.4649566085e-05
2022-06-13 17:26:21.849779                 85.03      1.8498844185e-05
2022-06-13 17:26:21.849800                 85.47      3.2212292085e-05
2022-06-13 17:26:21.849821                 85.51      3.2062054585e-05
2022-06-13 17:26:21.849842                 85.64     -1.9808950000e-09
2022-06-13 17:26:21.849864                 85.83     -5.3277450000e-09
2022-06-13 17:26:21.849885                 86.04     -2.5842735000e-08
2022-06-13 17:26:21.849906                 86.56     -2.7516155000e-08
2022-06-13 17:26:21.849927                 86.87     -2.6152625000e-08
2022-06-13 17:26:21.849949                 86.96     -1.0410015000e-08
2022-06-13 17:26:21.849970                 87.38     -1.0100115000e-08
2022-06-13 17:26:21.849991                 87.48     -7.1871150000e-09
2022-06-13 17:26:21.850012                 87.59     -1.1463645000e-08
2022-06-13 17:26:21.850033                 87.79     -1.5988105000e-08
2022-06-13 17:26:21.850054                 88.01     -2.9623435000e-08
2022-06-13 17:26:21.850075                 88.25     -2.2991705000e-08
2022-06-13 17:26:21.850097                 88.47     -1.2455315000e-08
2022-06-13 17:26:21.850118                 88.63      1.2420050000e-09
2022-06-13 17:26:21.850139                 88.84     -2.1048550000e-09
2022-06-13 17:26:21.850160                 89.03     -1.6710050000e-09
2022-06-13 17:26:21.850181                 89.31      9.4851850000e-09
2022-06-13 17:26:21.850202                 89.50      2.6281435000e-08
2022-06-13 17:26:21.850224                 89.63      2.3492395000e-08
2022-06-13 17:26:21.850246                 89.84      5.3945850000e-09
2022-06-13 17:26:21.850268                 90.03     -4.2741050000e-09
2022-06-13 17:26:21.850313                 90.48      3.0393850000e-09
2022-06-13 17:26:21.850337                 90.53      1.4630465000e-08
2022-06-13 17:26:21.850360                 90.63      2.1200425000e-08
2022-06-13 17:26:21.850382                 90.83      1.6552855000e-08
2022-06-13 17:26:21.850404                 91.03      7.0081250000e-09
2022-06-13 17:26:21.850425                 91.37     -3.4043050000e-09
2022-06-13 17:26:21.850560                 91.55      3.0414850000e-09
2022-06-13 17:26:21.850593                 91.64     -5.2636650000e-09
2022-06-13 17:26:21.850615                 91.83     -4.7678350000e-09
2022-06-13 17:26:21.850636                 92.03     -3.4662850000e-09
2022-06-13 17:26:21.850658                 92.60      1.7172645000e-08
2022-06-13 17:26:21.850679                 92.71      1.7792425000e-08
2022-06-13 17:26:21.850700                 92.74      1.8226275000e-08
2022-06-13 17:26:21.850722                 92.83      2.9320475000e-08
2022-06-13 17:26:21.850743                 93.03      7.3180150000e-09
2022-06-13 17:26:21.850764                 93.38     -2.8567685000e-08
2022-06-13 17:26:21.850786                 93.48     -3.3959835000e-08
2022-06-13 17:26:21.850807                 93.63     -1.9208885000e-08
2022-06-13 17:26:21.850828                 93.83     -1.0469885000e-08
2022-06-13 17:26:21.850849                 94.03     -2.4338500000e-10
2022-06-13 17:26:21.850870                 94.38      3.4133550000e-09
2022-06-13 17:26:21.850892                 94.53     -4.2720050000e-09
2022-06-13 17:26:21.850913                 94.64     -1.2019355000e-08
2022-06-13 17:26:21.850935                 94.84     -9.5402050000e-09
2022-06-13 17:26:21.850956                 95.04     -9.8500950000e-09
2022-06-13 17:26:21.850977                 95.54      1.0540915000e-08
2022-06-13 17:26:21.850998                 95.56      5.2727150000e-09
2022-06-13 17:26:21.851019                 95.63      2.0829385000e-08
2022-06-13 17:26:21.851040                 95.84      3.3906905000e-08
2022-06-13 17:26:21.851062                 96.03      5.0331275000e-08
2022-06-13 17:26:21.851083                 96.41      5.5537645000e-08
2022-06-13 17:26:21.851104                 96.52      4.7542695000e-08
2022-06-13 17:26:21.851126                 96.63      5.5724045000e-08
2022-06-13 17:26:21.851147                 96.83      3.5643085000e-08
2022-06-13 17:26:21.851168                 97.03      3.7254535000e-08
2022-06-13 17:26:21.851189                 97.36      2.3805145000e-08
2022-06-13 17:26:21.851210                 97.53      1.7855185000e-08
2022-06-13 17:26:21.851232                 97.63      1.1719295000e-08
2022-06-13 17:26:21.851253                 97.83      1.9652575000e-08
2022-06-13 17:26:21.851274                 98.04      2.1140065000e-08
2022-06-13 17:26:21.851295                 98.31      2.9011365000e-08
2022-06-13 17:26:21.851316                 98.45      7.0708850000e-09
2022-06-13 17:26:21.851338                 98.63      1.3392725000e-08
2022-06-13 17:26:21.851359                 98.83      2.6703950000e-09
2022-06-13 17:26:21.851380                 99.03      2.6084150000e-09
2022-06-13 17:26:21.851401                 99.56      9.2401450000e-09
2022-06-13 17:26:21.851423                 99.60      2.0644235000e-08
2022-06-13 17:26:21.851444                 99.65      2.6098365000e-08
2022-06-13 17:26:21.851465                 99.84      3.9361815000e-08
2022-06-13 17:26:21.851486                100.03      4.7171135000e-08
2022-06-13 17:26:21.851507                100.37      5.8947095000e-08
2022-06-13 17:26:21.851529                100.56      5.0146115000e-08
2022-06-13 17:26:21.851550                100.63      5.8079395000e-08
2022-06-13 17:26:21.851572                100.83      4.5993535000e-08
2022-06-13 17:26:21.851593                101.03      2.6780125000e-08
2022-06-13 17:26:21.851614                101.30     -2.3498750000e-09
2022-06-13 17:26:21.851635                101.46      1.1843255000e-08
2022-06-13 17:26:21.851656                101.64      1.4384385000e-08
2022-06-13 17:26:21.851677                101.84      1.7297385000e-08
2022-06-13 17:26:21.851698                102.04      1.5004165000e-08
2022-06-13 17:26:21.851719                102.42      1.5004765000e-08
2022-06-13 17:26:21.851740                102.46      2.6904965000e-08
2022-06-13 17:26:21.851762                102.63      2.4798135000e-08
2022-06-13 17:26:21.851783                102.84      4.0230985000e-08
2022-06-13 17:26:21.851804                103.03      2.2938925000e-08
2022-06-13 17:26:21.851825                103.38      3.0128455000e-08
2022-06-13 17:26:21.851846                103.50      2.5356095000e-08
2022-06-13 17:26:21.851867                103.63      2.8331075000e-08
2022-06-13 17:26:21.851888                103.83      2.0955605000e-08
2022-06-13 17:26:21.851910                104.04      3.6884135000e-08
2022-06-13 17:26:21.851931                104.30      4.1160665000e-08
2022-06-13 17:26:21.851952                104.43      4.4011685000e-08
2022-06-13 17:26:21.851973                104.64      3.0996155000e-08
2022-06-13 17:26:21.851994                104.83      3.5148735000e-08
2022-06-13 17:26:21.852015                105.04      3.2173755000e-08
2022-06-13 17:26:21.852036                105.34      2.0335815000e-08
2022-06-13 17:26:21.852057                105.49      1.3208265000e-08
2022-06-13 17:26:21.852078                105.63      1.6741055000e-08
2022-06-13 17:26:21.852099                105.83      1.6431165000e-08
2022-06-13 17:26:21.852121                106.04      2.4240475000e-08
2022-06-13 17:26:21.852142                106.31      4.1842435000e-08
2022-06-13 17:26:21.852163                106.51      5.7337105000e-08
2022-06-13 17:26:21.852184                106.63      6.0993855000e-08
2022-06-13 17:26:21.852205                106.83      4.6180945000e-08
2022-06-13 17:26:21.852226                107.04      5.6903255000e-08
2022-06-13 17:26:21.852247                107.32      4.5685115000e-08
2022-06-13 17:26:21.852268                107.51      5.1015285000e-08
2022-06-13 17:26:21.852289                107.63      4.4693455000e-08
2022-06-13 17:26:21.852310                107.83      6.4464665000e-08
2022-06-13 17:26:21.852331                108.04      5.5229765000e-08
2022-06-13 17:26:21.852352                108.62      4.3205325000e-08
2022-06-13 17:26:21.852373                108.68      3.9114725000e-08
2022-06-13 17:26:21.852394                108.71      3.8309005000e-08
2022-06-13 17:26:21.852416                108.84      2.4115875000e-08
2022-06-13 17:26:21.852437                109.03      1.7918005000e-08
2022-06-13 17:26:21.852459                109.25      3.6387665000e-08
2022-06-13 17:26:21.852480                109.43      5.8452085000e-08
2022-06-13 17:26:21.852501                109.63      7.7727475000e-08
2022-06-13 17:26:21.852522                109.84      7.0537935000e-08
2022-06-13 17:26:21.852543                110.03      5.8266155000e-08
2022-06-13 17:26:21.852564                110.53      5.0084965000e-08
2022-06-13 17:26:21.852585                110.60      4.3205325000e-08
2022-06-13 17:26:21.852606                110.67      4.9279235000e-08
2022-06-13 17:26:21.852627                110.84      4.4568855000e-08
2022-06-13 17:26:21.852648                111.03      3.9300665000e-08
2022-06-13 17:26:21.852669                111.24      4.7915705000e-08
2022-06-13 17:26:21.852690                111.55      4.7419875000e-08
2022-06-13 17:26:21.852711                111.63      5.4113575000e-08
2022-06-13 17:26:21.852732                111.83      3.7751195000e-08
