#time_s           sample_K         target_A         PID_perc         AUX1_perc        AUX2_perc       AUX3_perc      
         960.16             0.00           269.85             0.00             0.00             0.00            0.00
         961.07             0.00           269.76             0.00             0.00             0.00            0.00
         962.09             0.00           269.56             0.00             0.00             0.00            0.00
         963.16             0.00           269.50             0.00             0.00             0.00            0.00
         964.25             0.00           269.36             0.00             0.00             0.00            0.00
         965.14             0.00           269.25             0.00             0.00             0.00            0.00
         966.00             0.00           269.10             0.00             0.00             0.00            0.00
         967.17             0.00           269.01             0.00             0.00             0.00            0.00
         968.05             0.00           268.85             0.00             0.00             0.00            0.00
         969.10             0.00           268.73             0.00             0.00             0.00            0.00
         970.11             0.00           268.60             0.00             0.00             0.00            0.00
         971.12             0.00           268.47             0.00             0.00             0.00            0.00
         972.10             0.00           268.31             0.00             0.00             0.00            0.00
         973.08             0.00           268.21             0.00             0.00             0.00            0.00
         974.04             0.00           268.11             0.00             0.00             0.00            0.00
         975.07             0.00           267.95             0.00             0.00             0.00            0.00
         976.07             0.00           267.80             0.00             0.00             0.00            0.00
         977.11             0.00           267.68             0.00             0.00             0.00            0.00
         978.12             0.00           267.57             0.00             0.00             0.00            0.00
         979.20             0.00           267.43             0.00             0.00             0.00            0.00
         980.08             0.00           267.37             0.00             0.00             0.00            0.00
         981.34             0.00           267.16             0.00             0.00             0.00            0.00
         981.93             0.00           267.07             0.00             0.00             0.00            0.00
         983.08             0.00           266.94             0.00             0.00             0.00            0.00
         984.05             0.00           266.81             0.00             0.00             0.00            0.00
         985.06             0.00           266.68             0.00             0.00             0.00            0.00
         985.95             0.00           266.53             0.00             0.00             0.00            0.00
         987.26             0.00           266.39             0.00             0.00             0.00            0.00
         988.06             0.00           266.30             0.00             0.00             0.00            0.00
         989.03             0.00           266.13             0.00             0.00             0.00            0.00
         990.22             0.00           266.00             0.00             0.00             0.00            0.00
         991.28             0.00           265.88             0.00             0.00             0.00            0.00
         992.14             0.00           265.73             0.00             0.00             0.00            0.00
         993.02             0.00           265.64             0.00             0.00             0.00            0.00
         994.14             0.00           265.51             0.00             0.00             0.00            0.00
         995.09             0.00           265.40             0.00             0.00             0.00            0.00
         996.18             0.00           265.22             0.00             0.00             0.00            0.00
         997.26             0.00           265.11             0.00             0.00             0.00            0.00
         998.00             0.00           264.98             0.00             0.00             0.00            0.00
         999.06             0.00           264.84             0.00             0.00             0.00            0.00
         999.95             0.00           264.75             0.00             0.00             0.00            0.00
        1001.07             0.00           264.58             0.00             0.00             0.00            0.00
        1002.32             0.00           264.46             0.00             0.00             0.00            0.00
        1003.00             0.00           264.34             0.00             0.00             0.00            0.00
        1004.09             0.00           264.21             0.00             0.00             0.00            0.00
        1005.08             0.00           264.07             0.00             0.00             0.00            0.00
        1005.94             0.00           263.93             0.00             0.00             0.00            0.00
        1007.10             0.00           263.82             0.00             0.00             0.00            0.00
        1008.06             0.00           263.67             0.00             0.00             0.00            0.00
        1009.22             0.00           263.52             0.00             0.00             0.00            0.00
        1010.25             0.00           263.41             0.00             0.00             0.00            0.00
        1010.98             0.00           263.27             0.00             0.00             0.00            0.00
        1012.12             0.00           263.13             0.00             0.00             0.00            0.00
        1013.11             0.00           263.05             0.00             0.00             0.00            0.00
        1014.07             0.00           262.91             0.00             0.00             0.00            0.00
        1015.05             0.00           262.81             0.00             0.00             0.00            0.00
        1016.11             0.00           262.66             0.00             0.00             0.00            0.00
        1017.07             0.00           262.52             0.00             0.00             0.00            0.00
        1018.18             0.00           262.38             0.00             0.00             0.00            0.00
        1019.01             0.00           262.28             0.00             0.00             0.00            0.00
        1020.36             0.00           262.12             0.00             0.00             0.00            0.00
